MLS Field Name,MLS Field Description,Grid Field Name,Grid Lookup Name,Grid Values,MLS Lookup Name,MLS Values
AboveGradeFinishedAreaSource,Above Grade Finished Area Source,AboveGradeFinishedAreaSource,AreaSource,Appraiser,AreaSource,Appraiser
AboveGradeFinishedAreaSource,Above Grade Finished Area Source,AboveGradeFinishedAreaSource,AreaSource,Assessor,AreaSource,Assessor
AboveGradeFinishedAreaSource,Above Grade Finished Area Source,AboveGradeFinishedAreaSource,AreaSource,Builder,AreaSource,Builder
AboveGradeFinishedAreaSource,Above Grade Finished Area Source,AboveGradeFinishedAreaSource,AreaSource,Estimated,AreaSource,Estimated
AboveGradeFinishedAreaSource,Above Grade Finished Area Source,AboveGradeFinishedAreaSource,AreaSource,Other,AreaSource,Other
AboveGradeFinishedAreaSource,Above Grade Finished Area Source,AboveGradeFinishedAreaSource,AreaSource,Owner,AreaSource,Owner
AboveGradeFinishedAreaSource,Above Grade Finished Area Source,AboveGradeFinishedAreaSource,AreaSource,Plans,AreaSource,Plans
AboveGradeFinishedAreaSource,Above Grade Finished Area Source,AboveGradeFinishedAreaSource,AreaSource,Public Records,AreaSource,Public Records
AboveGradeFinishedAreaSource,Above Grade Finished Area Source,AboveGradeFinishedAreaSource,AreaSource,See Remarks,AreaSource,See Remarks
AboveGradeFinishedAreaSource,Above Grade Finished Area Source,AboveGradeFinishedAreaSource,AreaSource,Appraiser,AreaSource,Appraiser
AboveGradeFinishedAreaSource,Above Grade Finished Area Source,AboveGradeFinishedAreaSource,AreaSource,Assessor,AreaSource,Assessor
AboveGradeFinishedAreaSource,Above Grade Finished Area Source,AboveGradeFinishedAreaSource,AreaSource,Builder,AreaSource,Builder
AboveGradeFinishedAreaSource,Above Grade Finished Area Source,AboveGradeFinishedAreaSource,AreaSource,Estimated,AreaSource,Estimated
AboveGradeFinishedAreaSource,Above Grade Finished Area Source,AboveGradeFinishedAreaSource,AreaSource,Other,AreaSource,Other
AboveGradeFinishedAreaSource,Above Grade Finished Area Source,AboveGradeFinishedAreaSource,AreaSource,Owner,AreaSource,Owner
AboveGradeFinishedAreaSource,Above Grade Finished Area Source,AboveGradeFinishedAreaSource,AreaSource,Plans,AreaSource,Plans
AboveGradeFinishedAreaSource,Above Grade Finished Area Source,AboveGradeFinishedAreaSource,AreaSource,Public Records,AreaSource,Public Records
AboveGradeFinishedAreaSource,Above Grade Finished Area Source,AboveGradeFinishedAreaSource,AreaSource,See Remarks,AreaSource,See Remarks
AboveGradeFinishedAreaUnits,Above Grade Finished Area Units,AboveGradeFinishedAreaUnits,AreaUnits,Square Feet,AreaUnits,Square Feet
AboveGradeFinishedAreaUnits,Above Grade Finished Area Units,AboveGradeFinishedAreaUnits,AreaUnits,Square Feet,AreaUnits,Square Feet
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Zero-Grade Entry,AccessibilityFeatures,Zero-Grade Entry
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Two or More Access Exits,AccessibilityFeatures,2 or More Access Exits
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Accessible,AccessibilityFeatures,Accessible
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Bath 60 Inch Turning Radius,AccessibilityFeatures,Bath 60 Inch Turning Radius
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Bath Grab Bars,AccessibilityFeatures,Bath Grab Bars
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Bath Low Mirrors,AccessibilityFeatures,Bath Low Mirrors
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Bath Lever Faucets ,AccessibilityFeatures,Bath Lever Faucets 
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Bath Raised Toilet,AccessibilityFeatures,Bath Raised Toilet
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Roll-In Shower,AccessibilityFeatures,Bath Roll-In Shower
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Bath Roll-Under Sink,AccessibilityFeatures,Bath Roll-Under Sink
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Bath Scald Control Faucet,AccessibilityFeatures,Bath Scald Control Faucet
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Closet Bars 15-48 Inches,AccessibilityFeatures,Closet Bars 15-48 Inches
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Exterior Curb Cuts,AccessibilityFeatures,Exterior Curb Cuts
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Lever Door Handles,AccessibilityFeatures,Doors-Lever Handle
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Door Width 32 Inches or More,AccessibilityFeatures,Door Width 32 Inches or More 
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Doors-Recede,AccessibilityFeatures,Doors-Recede
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Swing In Door(s),AccessibilityFeatures,Doors-Swing In
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Elevator,AccessibilityFeatures,Elevator
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,En Suite Bathroom,AccessibilityFeatures,En-Suite Bathroom
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Exterior Wheelchair Lift,AccessibilityFeatures,Exterior Wheelchair Lift
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Garage Door Height Greater Than 84 inches,AccessibilityFeatures,Garage Door Height Greater Than 84 inches
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Hall Width 36 Inches or More,AccessibilityFeatures,Hall Width 36 Inches or More 
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Handicap Parking,AccessibilityFeatures,Handicap Parking
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Mobility Friendly Flooring,AccessibilityFeatures,Mobility Friendly Flooring
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Kitchen Raised Dishwasher,AccessibilityFeatures,Kitchen Raised Dishwasher
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Kitchen 60 Inch Turning Radius,AccessibilityFeatures,Kitchen 60 Inch Turning Radius
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Kitchen Low Cabinetry,AccessibilityFeatures,Kitchen Low Cabinetry
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Kitchen Low Counters,AccessibilityFeatures,Kitchen Low Counters
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Kitchen Modified Range,AccessibilityFeatures,Kitchen Modified Range
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Kitchen Roll-Under Sink,AccessibilityFeatures,Kitchen Roll-Under Sink
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Kitchen Side Open Oven,AccessibilityFeatures,Kitchen Side Open Oven
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Lowered Light Switches,AccessibilityFeatures,Lowered Light Switches
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Entry Slope less than 1 foot,AccessibilityFeatures,Entry Slope Less Than 1 Foot
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,No Interior Steps,AccessibilityFeatures,No Interior Steps
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,See Remarks,AccessibilityFeatures,Other - See Remarks
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Pool Power Lift,AccessibilityFeatures,Pool Power Lift
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Pool Ramp Entry,AccessibilityFeatures,Pool Ramp Entry
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Ramp(s)-Main Level,AccessibilityFeatures,Ramp(s)-Main Level
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Remote Devices,AccessibilityFeatures,Remote Devices
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Stair Lift,AccessibilityFeatures,Stair Lift
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Thresholds 5/8 Inches,AccessibilityFeatures,Thresholds 5/8 Inches
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Tactile/Visual Markers,AccessibilityFeatures,Tactile/Visual Markers
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Vehicle Transfer Area,AccessibilityFeatures,Vehicle Transfer Area
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Wheelchair Height Mailbox,AccessibilityFeatures,Wheelchair Height Mailbox
AccessibilityFeatures,Accessibility Features,AccessibilityFeatures,AccessibilityFeatures,Wheelchair Height Shelves,AccessibilityFeatures,Wheelchair Height Shelves
Appliances,Appliances,Appliances,Appliances,Bar Fridge,Appliances,Beverage Refrigerator
Appliances,Appliances,Appliances,Appliances,Electric Cooktop,Appliances,Electric Cooktop
Appliances,Appliances,Appliances,Appliances,Gas Cooktop,Appliances,Gas Cooktop
Appliances,Appliances,Appliances,Appliances,Induction Cooktop,Appliances,Induction Cooktop
Appliances,Appliances,Appliances,Appliances,Convection Microwave,Appliances,Convection Microwave
Appliances,Appliances,Appliances,Appliances,Convection Oven,Appliances,Convection Oven
Appliances,Appliances,Appliances,Appliances,Double Oven,Appliances,Double Oven
Appliances,Appliances,Appliances,Appliances,Down Draft,Appliances,Downdraft Cooktop
Appliances,Appliances,Appliances,Appliances,Disposal,Appliances,Disposal
Appliances,Appliances,Appliances,Appliances,Dryer,Appliances,Dryer
Appliances,Appliances,Appliances,Appliances,Dual Flush Toilets,Appliances,Dual Flush Toilets
Appliances,Appliances,Appliances,Appliances,Dishwasher,Appliances,Dishwasher
Appliances,Appliances,Appliances,Appliances,Electric Oven,Appliances,Electric Oven
Appliances,Appliances,Appliances,Appliances,Electric Range,Appliances,Electric Range
Appliances,Appliances,Appliances,Appliances,Electric Water Heater,Appliances,Electric Water Heater
Appliances,Appliances,Appliances,Appliances,ENERGY STAR Qualified Dryer,Appliances,Energy Star® Dryer
Appliances,Appliances,Appliances,Appliances,ENERGY STAR Qualified Dishwasher,Appliances,Energy Star® Dishwasher
Appliances,Appliances,Appliances,Appliances,ENERGY STAR Qualified Freezer,Appliances,Energy Star® Freezer
Appliances,Appliances,Appliances,Appliances,ENERGY STAR Qualified Light Fixtures,Appliances,Energy Star® Light Fixtures
Appliances,Appliances,Appliances,Appliances,ENERGY STAR Qualified Refrigerator,Appliances,Energy Star® Refrigerator
Appliances,Appliances,Appliances,Appliances,ENERGY STAR Qualified Washer,Appliances,Energy Star® Clothes Washer
Appliances,Appliances,Appliances,Appliances,Exhaust Fan,Appliances,Exhaust Fan
Appliances,Appliances,Appliances,Appliances,Exhaust Hood,Appliances,Exhaust Hood
Appliances,Appliances,Appliances,Appliances,Filtration System,Appliances,Filtration System
Appliances,Appliances,Appliances,Appliances,Freezer,Appliances,Freezer
Appliances,Appliances,Appliances,Appliances,Gas Oven,Appliances,Gas Oven
Appliances,Appliances,Appliances,Appliances,Gas Range,Appliances,Gas Range
Appliances,Appliances,Appliances,Appliances,Gas Water Heater,Appliances,Gas Water Heater
Appliances,Appliances,Appliances,Appliances,Indoor Grill,Appliances,Grilltop
Appliances,Appliances,Appliances,Appliances,Heat Pump Water Heater,Appliances,Hybrid Heat Pump Water Heater
Appliances,Appliances,Appliances,Appliances,Ice Maker,Appliances,Ice Maker
Appliances,Appliances,Appliances,Appliances,Low Flow Fixtures,Appliances,Low Flow Fixtures
Appliances,Appliances,Appliances,Appliances,Microwave,Appliances,Microwave
Appliances,Appliances,Appliances,Appliances,None,Appliances,None
Appliances,Appliances,Appliances,Appliances,Oil Water Heater,Appliances,Oil Water Heater
Appliances,Appliances,Appliances,Appliances,Other,Appliances,Other
Appliances,Appliances,Appliances,Appliances,Oven,Appliances,Oven
Appliances,Appliances,Appliances,Appliances,Plumbed For Ice Maker,Appliances,Plumbed For Ice Maker
Appliances,Appliances,Appliances,Appliances,Propane Water Heater,Appliances,Propane Water Heater
Appliances,Appliances,Appliances,Appliances,Refrigerator,Appliances,Refrigerator
Appliances,Appliances,Appliances,Appliances,Refrigerator with Ice Maker,Appliances,Refrigerator with Ice Maker
Appliances,Appliances,Appliances,Appliances,Self Cleaning Oven,Appliances,Self Cleaning Oven
Appliances,Appliances,Appliances,Appliances,Solar Hot Water,Appliances,Solar Hot Water
Appliances,Appliances,Appliances,Appliances,Tankless Water Heater,Appliances,Tankless Water Heater
Appliances,Appliances,Appliances,Appliances,Trash Compactor,Appliances,Trash Compactor
Appliances,Appliances,Appliances,Appliances,Washer,Appliances,Washer
Appliances,Appliances,Appliances,Appliances,Washer/Dryer,Appliances,Washer/Dryer Included
Appliances,Appliances,Appliances,Appliances,Water Softener,Appliances,Water Softener
Appliances,Appliances,Appliances,Appliances,Wine Refrigerator,Appliances,Wine Refrigerator
Appliances,Appliances,Appliances,Appliances,Wall Oven,Appliances,Wall Oven
Appliances,Appliances,Appliances,Appliances,Warming Drawer,Appliances,Warming Drawer
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,A-Frame,ArchitecturalStyle,A-Frame
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Barndominium,ArchitecturalStyle,Barndominium
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Cottage,ArchitecturalStyle,Cottage
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Bungalow,ArchitecturalStyle,Bungalow
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Cabin,ArchitecturalStyle,Cabin
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Cape Cod,ArchitecturalStyle,Cape Cod
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Charleston,ArchitecturalStyle,Charleston
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Circular,ArchitecturalStyle,Circular
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Colonial,ArchitecturalStyle,Colonial
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Contemporary,ArchitecturalStyle,Contemporary
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Arts and Crafts,ArchitecturalStyle,Arts and Crafts
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Dome,ArchitecturalStyle,Dome
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,European,ArchitecturalStyle,European
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Farmhouse,ArchitecturalStyle,Farmhouse
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,French Provincial,ArchitecturalStyle,French Provincial
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Georgian,ArchitecturalStyle,Georgian
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Mediterranean,ArchitecturalStyle,Mediterranean
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Modern,ArchitecturalStyle,Modern
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Old World,ArchitecturalStyle,Old World
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Other,ArchitecturalStyle,Other
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Post and Beam,ArchitecturalStyle,Post and Beam
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Ranch,ArchitecturalStyle,Ranch
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Rustic,ArchitecturalStyle,Rustic
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Spanish,ArchitecturalStyle,Spanish
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Traditional,ArchitecturalStyle,Traditional
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Transitional,ArchitecturalStyle,Transitional
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Tudor,ArchitecturalStyle,Tudor
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Victorian,ArchitecturalStyle,Victorian
ArchitecturalStyle,Architectural Style,ArchitecturalStyle,ArchitecturalStyle,Williamsburg,ArchitecturalStyle,Williamsburg
AssociationFee2Frequency,Association Fee 2 Frequency,AssociationFee2Frequency,FeeFrequency,Annually,FeeFrequency,Annually
AssociationFee2Frequency,Association Fee 2 Frequency,AssociationFee2Frequency,FeeFrequency,Monthly,FeeFrequency,Monthly
AssociationFee2Frequency,Association Fee 2 Frequency,AssociationFee2Frequency,FeeFrequency,Quarterly,FeeFrequency,Quarterly
AssociationFee2Frequency,Association Fee 2 Frequency,AssociationFee2Frequency,FeeFrequency,Semi-Annually,FeeFrequency,Semi-Annually
AssociationFee2Frequency,Association Fee 2 Frequency,AssociationFee2Frequency,FeeFrequency,Triannual,FeeFrequency,Triannual
AssociationFeeFrequency,Association Fee Frequency,AssociationFeeFrequency,FeeFrequency,Annually,FeeFrequency,Annually
AssociationFeeFrequency,Association Fee Frequency,AssociationFeeFrequency,FeeFrequency,Monthly,FeeFrequency,Monthly
AssociationFeeFrequency,Association Fee Frequency,AssociationFeeFrequency,FeeFrequency,Quarterly,FeeFrequency,Quarterly
AssociationFeeFrequency,Association Fee Frequency,AssociationFeeFrequency,FeeFrequency,Semi-Annually,FeeFrequency,Semi-Annually
AssociationFeeFrequency,Association Fee Frequency,AssociationFeeFrequency,FeeFrequency,Triannual,FeeFrequency,Triannual
Basement,Basement,Basement,Basement,Apartment,Basement,Apartment
Basement,Basement,Basement,Basement,Bath/Stubbed,Basement,Bath/Stubbed
Basement,Basement,Basement,Basement,Finished,Basement,Finished
Basement,Basement,Basement,Basement,Basement Garage Door,Basement,Basement Garage Door
Basement,Basement,Basement,Basement,Basement Shop,Basement,Basement Shop
Basement,Basement,Basement,Basement,Daylight,Basement,Daylight
Basement,Basement,Basement,Basement,Dirt Floor,Basement,Dirt Floor
Basement,Basement,Basement,Basement,Exterior Entry,Basement,Exterior Entry
Basement,Basement,Basement,Basement,French Drain,Basement,French Drain
Basement,Basement,Basement,Basement,Full,Basement,Full
Basement,Basement,Basement,Basement,Interior Entry,Basement,Interior Entry
Basement,Basement,Basement,Basement,Multiple Below-Grade Levels,Basement,Multiple Below-Grade Levels
Basement,Basement,Basement,Basement,Other,Basement,Other
Basement,Basement,Basement,Basement,Partial,Basement,Partial
Basement,Basement,Basement,Basement,Partially Finished,Basement,Partially Finished
Basement,Basement,Basement,Basement,Storage Space,Basement,Storage Space
Basement,Basement,Basement,Basement,Sump Pump,Basement,Sump Pump
Basement,Basement,Basement,Basement,Unfinished,Basement,Unfinished
Basement,Basement,Basement,Basement,Walk-Out Access,Basement,Walk-Out Access
Basement,Basement,Basement,Basement,Walk-Up Access,Basement,Walk-Up Access
Basement,Basement,Basement,Basement,Apartment,Basement,Apartment
Basement,Basement,Basement,Basement,Bath/Stubbed,Basement,Bath/Stubbed
Basement,Basement,Basement,Basement,Finished,Basement,Finished
Basement,Basement,Basement,Basement,Basement Garage Door,Basement,Basement Garage Door
Basement,Basement,Basement,Basement,Basement Shop,Basement,Basement Shop
Basement,Basement,Basement,Basement,Daylight,Basement,Daylight
Basement,Basement,Basement,Basement,Dirt Floor,Basement,Dirt Floor
Basement,Basement,Basement,Basement,Exterior Entry,Basement,Exterior Entry
Basement,Basement,Basement,Basement,French Drain,Basement,French Drain
Basement,Basement,Basement,Basement,Full,Basement,Full
Basement,Basement,Basement,Basement,Interior Entry,Basement,Interior Entry
Basement,Basement,Basement,Basement,Multiple Below-Grade Levels,Basement,Multiple Below-Grade Levels
Basement,Basement,Basement,Basement,Other,Basement,Other
Basement,Basement,Basement,Basement,Partial,Basement,Partial
Basement,Basement,Basement,Basement,Partially Finished,Basement,Partially Finished
Basement,Basement,Basement,Basement,Storage Space,Basement,Storage Space
Basement,Basement,Basement,Basement,Sump Pump,Basement,Sump Pump
Basement,Basement,Basement,Basement,Unfinished,Basement,Unfinished
Basement,Basement,Basement,Basement,Walk-Out Access,Basement,Walk-Out Access
Basement,Basement,Basement,Basement,Walk-Up Access,Basement,Walk-Up Access
BelowGradeFinishedAreaSource,Below Grade Finished Area Source,BelowGradeFinishedAreaSource,AreaSource,Appraiser,AreaSource,Appraiser
BelowGradeFinishedAreaSource,Below Grade Finished Area Source,BelowGradeFinishedAreaSource,AreaSource,Assessor,AreaSource,Assessor
BelowGradeFinishedAreaSource,Below Grade Finished Area Source,BelowGradeFinishedAreaSource,AreaSource,Builder,AreaSource,Builder
BelowGradeFinishedAreaSource,Below Grade Finished Area Source,BelowGradeFinishedAreaSource,AreaSource,Estimated,AreaSource,Estimated
BelowGradeFinishedAreaSource,Below Grade Finished Area Source,BelowGradeFinishedAreaSource,AreaSource,Other,AreaSource,Other
BelowGradeFinishedAreaSource,Below Grade Finished Area Source,BelowGradeFinishedAreaSource,AreaSource,Owner,AreaSource,Owner
BelowGradeFinishedAreaSource,Below Grade Finished Area Source,BelowGradeFinishedAreaSource,AreaSource,Plans,AreaSource,Plans
BelowGradeFinishedAreaSource,Below Grade Finished Area Source,BelowGradeFinishedAreaSource,AreaSource,Public Records,AreaSource,Public Records
BelowGradeFinishedAreaSource,Below Grade Finished Area Source,BelowGradeFinishedAreaSource,AreaSource,See Remarks,AreaSource,See Remarks
BelowGradeFinishedAreaSource,Below Grade Finished Area Source,BelowGradeFinishedAreaSource,AreaSource,Appraiser,AreaSource,Appraiser
BelowGradeFinishedAreaSource,Below Grade Finished Area Source,BelowGradeFinishedAreaSource,AreaSource,Assessor,AreaSource,Assessor
BelowGradeFinishedAreaSource,Below Grade Finished Area Source,BelowGradeFinishedAreaSource,AreaSource,Builder,AreaSource,Builder
BelowGradeFinishedAreaSource,Below Grade Finished Area Source,BelowGradeFinishedAreaSource,AreaSource,Estimated,AreaSource,Estimated
BelowGradeFinishedAreaSource,Below Grade Finished Area Source,BelowGradeFinishedAreaSource,AreaSource,Other,AreaSource,Other
BelowGradeFinishedAreaSource,Below Grade Finished Area Source,BelowGradeFinishedAreaSource,AreaSource,Owner,AreaSource,Owner
BelowGradeFinishedAreaSource,Below Grade Finished Area Source,BelowGradeFinishedAreaSource,AreaSource,Plans,AreaSource,Plans
BelowGradeFinishedAreaSource,Below Grade Finished Area Source,BelowGradeFinishedAreaSource,AreaSource,Public Records,AreaSource,Public Records
BelowGradeFinishedAreaSource,Below Grade Finished Area Source,BelowGradeFinishedAreaSource,AreaSource,See Remarks,AreaSource,See Remarks
BelowGradeFinishedAreaUnits,Below Grade Finished Area Units,BelowGradeFinishedAreaUnits,AreaUnits,Square Feet,AreaUnits,Square Feet
BelowGradeFinishedAreaUnits,Below Grade Finished Area Units,BelowGradeFinishedAreaUnits,AreaUnits,Square Feet,AreaUnits,Square Feet
BuildingAreaSource,Building Area Source,BuildingAreaSource,AreaSource,Appraiser,AreaSource,Appraiser
BuildingAreaSource,Building Area Source,BuildingAreaSource,AreaSource,Assessor,AreaSource,Assessor
BuildingAreaSource,Building Area Source,BuildingAreaSource,AreaSource,Builder,AreaSource,Builder
BuildingAreaSource,Building Area Source,BuildingAreaSource,AreaSource,Estimated,AreaSource,Estimated
BuildingAreaSource,Building Area Source,BuildingAreaSource,AreaSource,Other,AreaSource,Other
BuildingAreaSource,Building Area Source,BuildingAreaSource,AreaSource,Owner,AreaSource,Owner
BuildingAreaSource,Building Area Source,BuildingAreaSource,AreaSource,Plans,AreaSource,Plans
BuildingAreaSource,Building Area Source,BuildingAreaSource,AreaSource,Public Records,AreaSource,Public Records
BuildingAreaSource,Building Area Source,BuildingAreaSource,AreaSource,See Remarks,AreaSource,See Remarks
BuildingAreaSource,Building Area Source,BuildingAreaSource,AreaSource,Appraiser,AreaSource,Appraiser
BuildingAreaSource,Building Area Source,BuildingAreaSource,AreaSource,Assessor,AreaSource,Assessor
BuildingAreaSource,Building Area Source,BuildingAreaSource,AreaSource,Builder,AreaSource,Builder
BuildingAreaSource,Building Area Source,BuildingAreaSource,AreaSource,Estimated,AreaSource,Estimated
BuildingAreaSource,Building Area Source,BuildingAreaSource,AreaSource,Other,AreaSource,Other
BuildingAreaSource,Building Area Source,BuildingAreaSource,AreaSource,Owner,AreaSource,Owner
BuildingAreaSource,Building Area Source,BuildingAreaSource,AreaSource,Plans,AreaSource,Plans
BuildingAreaSource,Building Area Source,BuildingAreaSource,AreaSource,Public Records,AreaSource,Public Records
BuildingAreaSource,Building Area Source,BuildingAreaSource,AreaSource,See Remarks,AreaSource,See Remarks
BuildingAreaUnits,Building Area Units,BuildingAreaUnits,AreaUnits,Square Feet,AreaUnits,Square Feet
BuildingAreaUnits,Building Area Units,BuildingAreaUnits,AreaUnits,Square Feet,AreaUnits,Square Feet
BuildingFeatures,Building Features,BuildingFeatures,BuildingFeatures,Delivery Door,BuildingFeatures,Delivery Door
BuildingFeatures,Building Features,BuildingFeatures,BuildingFeatures,Elevator,BuildingFeatures,Elevator
BuildingFeatures,Building Features,BuildingFeatures,BuildingFeatures,Fixed Furniture,BuildingFeatures,Fixed Furniture
BuildingFeatures,Building Features,BuildingFeatures,BuildingFeatures,Front Elevation,BuildingFeatures,Front Elevation
BuildingFeatures,Building Features,BuildingFeatures,BuildingFeatures,Loading Dock,BuildingFeatures,Loading Dock
BuildingFeatures,Building Features,BuildingFeatures,BuildingFeatures,Receptions Room,BuildingFeatures,Reception Area
BuildingFeatures,Building Features,BuildingFeatures,BuildingFeatures,Delivery Door,BuildingFeatures,Delivery Door
BuildingFeatures,Building Features,BuildingFeatures,BuildingFeatures,Elevator,BuildingFeatures,Elevator
BuildingFeatures,Building Features,BuildingFeatures,BuildingFeatures,Fixed Furniture,BuildingFeatures,Fixed Furniture
BuildingFeatures,Building Features,BuildingFeatures,BuildingFeatures,Front Elevation,BuildingFeatures,Front Elevation
BuildingFeatures,Building Features,BuildingFeatures,BuildingFeatures,Loading Dock,BuildingFeatures,Loading Dock
BuildingFeatures,Building Features,BuildingFeatures,BuildingFeatures,Receptions Room,BuildingFeatures,Reception Area
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Fifty Five and Older,CommunityFeatures,55 and Older
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Airport/Runway,CommunityFeatures,Airport/Runway
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Boat Storage,CommunityFeatures,Boat Storage
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Business Center,CommunityFeatures,Business Center
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Cabana,CommunityFeatures,Cabana
